Team_1,Team_2,Map1_Team1_Score,Map1_Team2_Score,Map2_Team1_Score,Map2_Team2_Score,Map3_Team1_Score,Map3_Team2_Score,winner
SKADE,Nexus,16,13,22,20,0,0,SKADE
Gambit,Espada,14,16,16,9,16,6,Gambit
flowskola,Galaxy Racer,16,13,13,16,16,13,flowskola
SAW,Wygers,12,16,16,13,16,7,SAW
ENCE,BIG,17,19,14,16,0,0,BIG
Cloud9,OG,18,22,10,16,0,0,OG
Nexus,HellRaisers,16,7,16,13,0,0,Nexus
SKADE,Espada,17,19,11,16,0,0,Espada
North,G2,16,14,8,16,12,16,G2
Gambit,OPAA,16,11,16,2,0,0,Gambit
Galaxy Racer,JAMBON,16,9,16,13,0,0,Galaxy Racer
flowskola,Real Betis,16,8,16,10,0,0,flowskola
Virtus.pro,Gen.G,8,16,16,13,16,6,Virtus.pro
D13,Invictus,16,14,6,16,12,16,Invictus
ORDER,VERTEX,16,10,16,3,0,0,ORDER
Isurus,Furious,16,5,16,3,0,0,Isurus
Invictus Int,OPAA,16,13,2,16,14,16,OPAA
9z,Meta,16,10,16,1,0,0,9z
Sangal,Espada,16,13,9,16,8,16,Espada
Gambit,Sinners,16,1,16,5,0,0,Gambit
ROYALS,SKADE,14,16,7,16,0,0,SKADE
Evil Geniuses,Triumph,16,9,16,5,0,0,Evil Geniuses
Lemondogs,JAMBON,16,8,13,16,12,16,JAMBON
Astralis,mousesports,16,5,14,16,16,3,Astralis
Dignitas,c0ntact,16,10,8,16,16,12,Dignitas
Real Betis,Valhalla Vikings,4,16,16,7,16,13,Real Betis
flowskola,Lilmix,16,10,8,16,16,11,flowskola
Galaxy Racer,GoBananas,7,16,16,1,16,9,Galaxy Racer
LowLandLions,Wizards,16,14,16,6,0,0,LowLandLions
Secret,HellRaisers,9,16,14,16,0,0,HellRaisers
Heroic,NIP,13,16,16,6,16,13,Heroic
MAD Lions,fnatic,14,16,16,11,19,15,MAD Lions
Wizards,JoinTheForce,16,12,16,3,0,0,Wizards
Nexus,SKADE,16,10,5,16,10,16,SKADE
ex-Mustang Crew,ALTERNATE aTTaX,16,11,11,16,12,16,ALTERNATE aTTaX
LowLandLions,Dogs,16,13,16,6,0,0,LowLandLions
Invictus,ViCi,5,16,11,16,0,0,ViCi
Renegades,VERTEX,16,4,16,5,0,0,Renegades
STMN,OverKnight,14,16,16,12,16,9,STMN
New England Whalers,Secret Club,16,12,22,19,0,0,New England Whalers
Neverest,BOOM,7,16,8,16,0,0,BOOM
River Plate,9z,16,10,4,16,10,16,9z
Loto,Supremacy,9,16,9,16,0,0,Supremacy
Triumph,TeamOne,16,11,16,7,0,0,Triumph
AGO,HellRaisers,11,16,16,13,7,16,HellRaisers
Unique,NAVI Youth,11,16,13,16,0,0,NAVI Youth
BIG,mousesports,16,11,14,16,4,16,mousesports
Real Betis,Lilmix,18,22,12,16,0,0,Lilmix
Izako Boars,Budapest Five,14,16,19,15,5,16,Budapest Five
Envy,MIBR,12,16,16,14,9,16,MIBR
Secret,Espada,16,14,16,9,0,0,Secret
AGF,LDLC,13,16,6,16,0,0,LDLC
Nexus,Singularity,16,11,16,11,0,0,Nexus
Astralis,ENCE,16,11,16,4,0,0,Astralis
forZe,BIG,7,16,14,16,0,0,BIG
Lilmix,Giants,16,5,6,16,16,14,Lilmix
TYLOO,D13,16,7,16,3,0,0,TYLOO
AVANT,ORDER,16,8,14,16,16,14,AVANT
Revenant,Heart n Soul,10,16,16,13,16,13,Revenant
Vaniity,Veloz,16,14,7,16,16,11,Vaniity
Counter Nature,Rise,4,16,7,16,0,0,Rise
ex-Thunder Logic,Morning Light,16,12,16,10,0,0,ex-Thunder Logic
INTZ,Havan Liberty,5,16,12,16,0,0,Havan Liberty
9z,Coscu Army,16,4,16,3,0,0,9z
River Plate,New Pampas,16,14,16,6,0,0,River Plate
Evil Geniuses,Rebirth,16,7,16,7,0,0,Evil Geniuses
Project X,hREDS,8,16,12,16,0,0,hREDS
HellRaisers,Nemiga,16,12,16,13,0,0,HellRaisers
G2,NIP,4,16,16,13,4,16,NIP
FATE,Espada,5,16,12,16,0,0,Espada
OG,Gen.G,5,16,10,16,0,0,Gen.G
Izako Boars,Project X,13,16,16,10,12,16,Project X
SKADE,Hard Legion,16,11,16,9,0,0,SKADE
Heroic,North,16,12,16,13,0,0,Heroic
Vitality,MAD Lions,16,9,16,8,0,0,Vitality
Cloud9,Virtus.pro,5,16,14,16,0,0,Virtus.pro
ALTERNATE aTTaX,SJ,16,12,12,16,5,16,SJ
Project X,Giants,12,16,11,16,0,0,Giants
Izako Boars,BIG Academy,16,9,16,5,0,0,Izako Boars
BIG Academy,Giants,13,16,16,9,13,16,Giants
Project X,Izako Boars,16,10,16,10,0,0,Project X
GGPR,paiN,11,16,16,13,8,16,paiN
Chaos,Rugratz,13,16,16,8,16,6,Chaos
Secret,SKADE,16,12,9,16,9,16,SKADE
Natus Vincere,Spirit,16,12,16,13,0,0,Natus Vincere
fnatic,c0ntact,16,10,9,16,16,8,fnatic
Nexus,AGO,16,9,16,5,0,0,Nexus
SJ,Farming Simulator,16,4,16,12,0,0,SJ
Movistar Riders,Cyber Legacy,16,3,16,12,0,0,Movistar Riders
TIGER,Paper Rex,19,17,8,16,16,7,TIGER
Copenhagen Flames,Farming Simulator,16,8,12,16,16,13,Copenhagen Flames
Dignitas,MAD Lions,6,16,10,16,0,0,MAD Lions
NLG,SJ,13,16,14,16,0,0,SJ
ETHEREAL,Apeks,8,16,9,16,0,0,Apeks
SJ,Farming Simulator,16,14,15,19,16,19,Farming Simulator
Copenhagen Flames,NLG,16,14,16,10,0,0,Copenhagen Flames
SKDC,ex-Thunder Logic,16,13,16,9,0,0,SKDC
Yeah,Counter Nature,16,6,16,7,0,0,Yeah
Rugratz,New England Whalers,16,10,14,16,16,12,Rugratz
Sangal,Real Betis,16,7,17,19,16,7,Sangal
SKADE,Nemiga,16,11,10,16,16,6,SKADE
MAD Lions,fnatic,16,10,14,16,16,9,MAD Lions
BIG,MIBR,16,2,13,16,16,2,BIG
HellRaisers,Secret,11,16,15,19,0,0,Secret
Lilmix,Nexus,22,19,14,16,11,16,Nexus
ex-Mustang Crew,NAVI Junior,16,9,9,16,17,19,NAVI Junior
Project X,Movistar Riders,14,16,16,11,10,16,Movistar Riders
Envy,forZe,16,2,10,16,11,16,forZe
Spirit,OG,16,13,16,11,0,0,Spirit
LDLC,Nexus,16,12,19,17,0,0,LDLC
Cyber Legacy,Lilmix,11,16,20,22,0,0,Lilmix
Izako Boars,AGF,16,6,19,16,0,0,Izako Boars
Nexus,Lilmix,14,16,16,11,19,17,Nexus
LDLC,Cyber Legacy,16,8,10,16,16,7,LDLC
GGPR,Revenant,12,16,16,11,16,1,GGPR
Vaniity,GSG9,6,16,18,22,0,0,GSG9
Espada,AGO,11,16,14,16,0,0,AGO
Sinners,Lilmix,16,10,14,16,13,16,Lilmix
SJ,LDLC,22,25,16,13,7,16,LDLC
Izako Boars,Winstrike,16,9,20,22,12,16,Winstrike
FATE,Nexus,19,17,6,16,13,16,Nexus
TheDice,hREDS,16,13,14,16,7,16,hREDS
Wygers,Budapest Five,2,16,16,14,10,16,Budapest Five
SG.pro,GamerLegion,16,8,16,8,0,0,SG.pro
GamerLegion,LowLandLions,16,11,14,16,16,10,GamerLegion
PACT,SG.pro,16,4,8,16,16,9,PACT
ETHEREAL,Giants,8,16,6,16,0,0,Giants
SG.pro,LowLandLions,16,10,16,11,0,0,SG.pro
PACT,GamerLegion,16,5,16,10,0,0,PACT
9z,Isurus,19,17,16,19,20,22,Isurus
Yeah,paiN,4,16,19,16,11,16,paiN
Rebirth,GGPR,16,13,13,16,14,16,GGPR
Liquid,Chaos,16,8,16,2,0,0,Liquid
Natus Vincere,Complexity,16,10,10,16,12,16,Complexity
Isurus,STMN,16,8,16,3,0,0,Isurus
Lilmix,1ADL,16,14,16,9,0,0,Lilmix
Entropiq,Pompa,19,22,25,21,16,3,Entropiq
SWS,Neverest,16,10,16,5,0,0,SWS
PACT,AGO,16,8,16,5,0,0,PACT
ex-Mustang Crew,1ADL,16,9,12,16,18,22,1ADL
Lilmix,Worst Enemy,16,14,15,19,16,13,Lilmix
AGF,Lyngby Vikings,16,11,14,16,5,16,Lyngby Vikings
Vitality,FaZe,13,16,15,19,0,0,FaZe
Gambit,Virtus.pro,13,16,16,14,16,11,Gambit
STMN,Loto,16,7,16,9,0,0,STMN
New England Whalers,Chaos,10,16,8,16,0,0,Chaos
AGO,AVEZ,14,16,16,14,13,16,AVEZ
Complexity,fnatic,19,16,16,8,0,0,Complexity
SAW,Giants,12,16,16,3,14,16,Giants
Natus Vincere,MAD Lions,8,16,16,7,19,15,Natus Vincere
PACT,Izako Boars,16,13,19,16,0,0,PACT
eXploit,Baecon,12,16,8,16,0,0,Baecon
Espada,Virtus.pro,13,16,4,16,0,0,Virtus.pro
New England Whalers,Secret Club,16,8,16,9,0,0,New England Whalers
Liquid,Rugratz,16,7,16,13,0,0,Liquid
FaZe,OG,16,10,20,22,16,12,FaZe
Izako Boars,Gaminate,16,12,17,19,16,9,Izako Boars
PACT,PGE Turow,16,8,16,5,0,0,PACT
Vitality,Spirit,16,11,16,13,0,0,Vitality
Gambit,SAW,16,6,16,0,0,0,Gambit
Secret Club,Mythic,16,11,16,14,0,0,Secret Club
Meta,Coscu Army,16,7,16,7,0,0,Meta
Malvinas,Furious,12,16,7,16,0,0,Furious
Endpoint,Gambit,11,16,6,16,0,0,Gambit
c0ntact,Poland,16,12,16,7,0,0,c0ntact
hREDS,Lyngby Vikings,16,7,9,16,10,16,Lyngby Vikings
Gambit,9INE,12,16,16,9,16,14,Gambit
Endpoint,Sinners,13,16,16,5,16,12,Endpoint
Nemiga,Poland,4,16,16,11,10,16,Poland
Wygers,Sangal,4,16,16,14,13,16,Sangal
Heretics,c0ntact,12,16,14,16,0,0,c0ntact
ALTERNATE aTTaX,Movistar Riders,16,6,13,16,12,16,Movistar Riders
Virtus.pro,forZe,16,11,16,13,0,0,Virtus.pro
SJ,Apeks,16,14,5,16,16,11,SJ
Secret Club,Rebirth,16,10,16,11,0,0,Secret Club
TeamOne,New England Whalers,22,19,16,9,0,0,TeamOne
Atheris,Estral,10,16,10,16,0,0,Estral
Depth,Mythic,10,16,7,16,0,0,Mythic
New England Whalers,Mythic,7,16,16,8,16,11,New England Whalers
Infinity,Wolves Crew,16,4,16,4,0,0,Infinity
Astralis,G2,11,16,13,16,0,0,G2
Real Betis,Budapest Five,22,20,10,16,16,11,Real Betis
TheDice,AGF,9,16,16,13,13,16,AGF
9INE,KOVA,16,19,16,11,16,12,9INE
LDLC,Movistar Riders,7,16,16,13,9,16,Movistar Riders
G2,MIBR,19,15,17,19,16,5,G2
Entropiq,c0ntact,14,16,14,16,0,0,c0ntact
Sinners,Nexus,16,4,16,11,0,0,Sinners
Good Game,Poland,5,16,4,16,0,0,Poland
Winstrike,Lilmix,12,16,16,11,16,13,Winstrike
Project X,SJ,16,9,16,8,0,0,Project X
MAD Lions,Wisla Krakow,16,6,9,16,22,25,Wisla Krakow
Lilmix,Nexus,16,10,12,16,16,11,Lilmix
Espada,GODSENT,16,9,19,17,0,0,Espada
Wisla Krakow,Sprout,16,13,10,16,19,15,Wisla Krakow
x6tence,MAD Lions,5,16,1,16,0,0,MAD Lions
Depth,RBG,7,16,16,11,16,13,Depth
Secret Club,TeamOne,12,16,3,16,0,0,TeamOne
MIBR,FURIA,16,9,11,16,16,4,MIBR
Astralis,G2,11,16,16,12,19,15,Astralis
AGF,Singularity,16,5,16,14,0,0,AGF
Sprout,Copenhagen Flames,7,16,19,16,16,14,Sprout
K23,Wisla Krakow,6,16,16,12,11,16,Wisla Krakow
Izako Boars,Cyber Legacy,16,6,6,16,14,16,Cyber Legacy
SAW,Nemiga,16,11,16,7,0,0,SAW
ALTERNATE aTTaX,MAD Lions,16,14,12,16,10,16,MAD Lions
x6tence,forZe,16,1,16,14,0,0,x6tence
Chiefs,ORDER,9,16,5,16,0,0,ORDER
Rebirth,Mythic,10,16,12,16,0,0,Mythic
Secret Club,Depth,16,6,16,5,0,0,Secret Club
TeamOne,RBG,16,10,16,7,0,0,TeamOne
New England Whalers,Russian Canadians,1,0,0,0,0,0,New England Whalers
FURIA,G2,10,16,11,16,0,0,G2
Astralis,MIBR,19,16,13,16,16,5,Astralis
Sprout,North,13,16,4,16,0,0,North
Nemiga,HellRaisers,9,16,16,9,16,11,Nemiga
SKADE,NAVI Junior,16,8,16,10,0,0,SKADE
Copenhagen Flames,Galaxy Racer,16,11,8,16,19,16,Copenhagen Flames
Hard Legion,Mustang Crew,15,19,16,9,19,17,Hard Legion
Virtus.pro,K23,11,16,13,16,0,0,K23
Heretics,Gambit,11,16,7,16,0,0,Gambit
Heretics,x6tence,5,16,14,16,0,0,x6tence
ORDER,VERTEX,16,8,14,16,16,9,ORDER
Project X,ALTERNATE aTTaX,8,16,7,16,0,0,ALTERNATE aTTaX
Secret Club,Rebirth,11,16,16,12,16,11,Secret Club
River Plate,Coscu Army,8,16,11,16,0,0,Coscu Army
Malvinas,DETONA Pound,19,22,9,16,0,0,DETONA Pound
New England Whalers,RBG,16,6,16,5,0,0,New England Whalers
Yeah,Rebirth,3,16,17,19,0,0,Rebirth
Movistar Riders,SAW,4,16,16,13,16,14,Movistar Riders
MAD Lions,HAVU,16,10,13,16,16,11,MAD Lions
North,Endpoint,10,16,16,8,16,6,North
SKADE,Lyngby Vikings,16,13,19,16,0,0,SKADE
Virtus.pro,Wisla Krakow,16,14,16,7,0,0,Virtus.pro
ALTERNATE aTTaX,Singularity,16,7,16,10,0,0,ALTERNATE aTTaX
GODSENT,Heroic,19,16,16,12,0,0,GODSENT
Vexed,UMX,16,12,16,13,0,0,Vexed
K23,Endpoint,16,13,14,16,10,16,Endpoint
North,Illuminar,13,16,16,5,16,3,North
Cyber Legacy,Nexus,7,16,16,13,16,8,Cyber Legacy
AGF,Espada,4,16,16,8,4,16,Espada
ORDER,R!OT,16,7,16,5,0,0,ORDER
Chiefs,AVANT,14,16,16,8,2,16,AVANT
Paradox,VERTEX,16,19,13,16,0,0,VERTEX
Rebirth,Mythic,16,9,11,16,16,9,Rebirth
SAW,ZEROZONE,17,19,16,5,16,10,SAW
Vitality,BIG,16,12,14,16,16,12,Vitality
GamerS1337,grazhtas,16,12,7,16,23,25,grazhtas
Lyngby Vikings,Golden Knights,12,16,16,13,1,0,Lyngby Vikings
greshjerna,flowskola,14,16,16,14,19,15,greshjerna
Rugratz,Yeah,16,10,16,10,0,0,Rugratz
Spirit,Sprout,3,16,16,4,16,9,Spirit
Mustang Crew,AGF,16,3,6,16,16,11,Mustang Crew
Movistar Riders,Wygers,8,16,16,11,16,11,Movistar Riders
Nemiga,Illuminar,8,16,22,19,13,16,Illuminar
Sinners,GameAgents,16,6,16,13,0,0,Sinners
flowskola,MyGame,16,1,16,10,0,0,flowskola
BIG,Complexity,16,14,16,5,0,0,BIG
Izako Boars,ETHEREAL,16,8,16,11,0,0,Izako Boars
FATE,Endpoint,6,16,10,16,0,0,Endpoint
SKADE,Singularity,16,10,16,2,0,0,SKADE
greshjerna,LoaThE,16,8,16,12,0,0,greshjerna
Beyond,NG,8,16,16,12,16,5,Beyond
Heretics,Izako Boars,16,10,10,16,19,16,Heretics
K23,Sprout,16,5,14,16,13,16,Sprout
Lilmix,Hard Legion,18,22,10,16,0,0,Hard Legion
Spirit,North,16,12,16,13,0,0,Spirit
VERTEX,Ground Zero,16,12,19,17,0,0,VERTEX
Chiefs,Paradox,16,8,16,14,0,0,Chiefs
Yeah,Mythic,16,11,14,16,16,11,Yeah
Rebirth,Rugratz,5,16,16,19,0,0,Rugratz
grazhtas,GameAgents,10,16,16,9,16,14,grazhtas
Complexity,FaZe,16,9,16,12,0,0,Complexity
Illuminar,Sprout,13,16,7,16,0,0,Sprout
Nemiga,K23,6,16,6,16,0,0,K23
Sinners,GamerS1337,14,16,9,16,0,0,GamerS1337
Vitality,BIG,16,10,16,11,0,0,Vitality
Giants,NAVI Junior,4,16,16,7,8,16,NAVI Junior
HellRaisers,c0ntact,16,11,16,14,0,0,HellRaisers
PACT,x6tence,13,16,12,16,0,0,x6tence
Endpoint,North,10,16,11,16,0,0,North
Spirit,FATE,16,3,16,8,0,0,Spirit
NG,Nine,16,5,16,6,0,0,NG
K23,c0ntact,11,16,16,5,16,2,K23
Beyond,hadtro,16,3,16,7,0,0,Beyond
Movistar Riders,Apeks,16,12,16,9,0,0,Movistar Riders
AVANT,Ground Zero,16,12,7,16,16,8,AVANT
Chiefs,R!OT,16,2,19,16,0,0,Chiefs
Galaxy Racer,Lilmix,19,15,16,4,0,0,Galaxy Racer
ORDER,VERTEX,16,3,16,9,0,0,ORDER
BIG,FaZe,19,17,9,16,16,9,BIG
Vitality,Complexity,16,14,12,16,16,14,Vitality
AGO,AGF,16,14,14,16,6,16,AGF
SJ,SKADE,16,14,13,16,2,16,SKADE
Project X,c0ntact,16,13,16,12,0,0,Project X
Copenhagen Flames,Lilmix,16,9,16,7,0,0,Copenhagen Flames
HAVU,Lyngby Vikings,1,16,16,12,16,3,HAVU
ALTERNATE aTTaX,K23,16,7,16,8,0,0,ALTERNATE aTTaX
x6tence,Izako Boars,16,6,16,7,0,0,x6tence
Galaxy Racer,Illuminar,16,14,16,9,0,0,Galaxy Racer
PACT,SJ,16,12,19,16,0,0,PACT
Apeks,Heroic,4,16,2,16,0,0,Heroic
Rooster,AVANT,7,16,3,16,0,0,AVANT
Chaos,TeamOne,16,9,16,11,0,0,Chaos
OG,Natus Vincere,16,9,10,16,16,12,OG
x6tence,c0ntact,16,0,4,16,12,16,c0ntact
Natus Vincere,NIP,10,16,16,9,16,4,Natus Vincere
Virtus.pro,Lilmix,16,6,16,10,0,0,Virtus.pro
Heretics,K23,20,22,16,11,16,10,Heretics
Project X,Izako Boars,1,0,16,10,0,0,Project X
Copenhagen Flames,Illuminar,19,15,17,19,16,9,Copenhagen Flames
Secret,Izako Boars,12,16,16,14,9,16,Izako Boars
SJ,ALTERNATE aTTaX,13,16,9,16,0,0,ALTERNATE aTTaX
Lyngby Vikings,Dignitas,16,13,16,10,0,0,Lyngby Vikings
KOVA,PACT,12,16,19,16,10,16,PACT
Heroic,AGF,16,6,7,16,16,6,Heroic
Galaxy Racer,LDLC,16,5,16,11,0,0,Galaxy Racer
x6tence,Lilmix,14,16,16,9,11,16,Lilmix
NIP,Evil Geniuses,16,8,19,15,0,0,NIP
c0ntact,Galaxy Racer,6,16,19,17,16,13,c0ntact
Project X,Heretics,16,4,14,16,7,16,Heretics
Natus Vincere,OG,14,16,9,16,0,0,OG
AGF,Espada,13,16,17,19,0,0,Espada
Virtus.pro,Izako Boars,16,2,16,5,0,0,Virtus.pro
K23,Copenhagen Flames,3,16,16,10,16,11,K23
HellRaisers,Galaxy Racer,19,16,12,16,16,7,HellRaisers
KOVA,ALTERNATE aTTaX,11,16,14,16,0,0,ALTERNATE aTTaX
PACT,Illuminar,16,14,20,22,12,16,Illuminar
SJ,LDLC,16,14,19,17,0,0,SJ
Rebirth,Morning Light,16,7,16,9,0,0,Rebirth
Evil Geniuses,OG,9,16,16,9,14,16,OG
PACT,Lilmix,22,18,17,19,8,16,Lilmix
K23,Galaxy Racer,16,8,16,13,0,0,K23
Natus Vincere,NIP,16,12,16,13,0,0,Natus Vincere
Virtus.pro,LDLC,9,16,16,7,16,11,Virtus.pro
Heretics,KOVA,19,16,10,16,16,11,Heretics
Izako Boars,Apeks,16,13,16,11,0,0,Izako Boars
ALTERNATE aTTaX,Project X,16,10,10,16,4,16,Project X
c0ntact,Copenhagen Flames,14,16,13,16,0,0,Copenhagen Flames
x6tence,Illuminar,16,14,14,16,16,10,x6tence
Izako Boars,SJ,16,14,19,16,0,0,Izako Boars
Havan Liberty,Paquet�,16,7,11,16,19,16,Havan Liberty
Yeah,RBG,16,10,16,5,0,0,Yeah
LowLandLions,EC Kyiv,14,16,16,9,12,16,EC Kyiv
flowskola,Lilmix,9,16,8,16,0,0,Lilmix
Project X,GamerS1337,9,16,14,16,0,0,GamerS1337
lvlUP,Sinners,7,16,9,16,0,0,Sinners
Wolsung,GameAgents,16,14,8,16,12,16,GameAgents
PACT,EC Kyiv,7,16,16,5,10,16,EC Kyiv
eSuba,grazhtas,11,16,7,16,0,0,grazhtas
AGO,HAVU,19,15,16,14,0,0,AGO
LowLandLions,cTa,16,13,16,10,0,0,LowLandLions
Wisla Krakow,c0ntact,6,16,16,6,16,1,Wisla Krakow
Astralis,Heroic,20,22,16,8,11,16,Heroic
MBAPPEEK,SKADE,28,26,9,16,16,11,MBAPPEEK
Sprout,OG,14,16,11,16,0,0,OG
Gambit,forZe,16,12,12,16,16,13,Gambit
Spirit,Nemiga,12,16,12,16,0,0,Nemiga
TIGER,Wings Up,19,16,9,16,12,16,Wings Up
BIG,fnatic,16,8,16,8,0,0,BIG
FATE,SKADE,16,7,15,19,10,16,SKADE
Virtus.pro,Natus Vincere,16,11,16,14,0,0,Virtus.pro
Heroic,NIP,8,16,16,3,16,11,Heroic
Heretics,Secret,16,12,16,11,0,0,Heretics
VERTEX,Paradox,22,18,16,13,0,0,VERTEX
MBAPPEEK,MAJESTY,16,14,16,7,0,0,MBAPPEEK
Wings Up,ZIGMA,16,8,16,7,0,0,Wings Up
TIGER,D13,5,16,12,16,0,0,D13
Chiefs,Paradox,19,15,16,7,0,0,Chiefs
Astralis,Vitality,16,4,10,16,11,16,Vitality
GODSENT,G2,16,8,16,12,0,0,GODSENT
forZe,Nemiga,14,16,8,16,0,0,Nemiga
ZIGMA,D13,7,16,13,16,0,0,D13
fnatic,NIP,12,16,16,11,10,16,NIP
North,FaZe,17,19,14,16,0,0,FaZe
TIGER,Wings Up,0,1,16,14,16,11,TIGER
Natus Vincere,Gambit,16,12,16,11,0,0,Natus Vincere
BIG,Heroic,5,16,16,8,5,16,Heroic
Secret,Galaxy Racer,19,16,16,6,0,0,Secret
Chiefs,VERTEX,16,6,16,13,0,0,Chiefs
Chaos,Rugratz,16,7,12,16,16,11,Chaos
G2,FaZe,6,16,16,14,8,16,FaZe
OG,NIP,4,16,10,16,0,0,NIP
Sprout,Heroic,11,16,16,10,12,16,Heroic
LDLC,Lilmix,7,16,16,8,16,2,LDLC
Apeks,Espada,16,13,6,16,7,16,Espada
GODSENT,North,6,16,6,16,0,0,North
Hard Legion,Lilmix,14,16,16,10,15,19,Lilmix
KOVA,LDLC,12,16,19,17,16,6,KOVA
Movistar Riders,HellRaisers,12,16,16,14,16,19,HellRaisers
BIG,Vitality,11,16,11,16,0,0,Vitality
Paradox,AVANT,19,15,3,16,8,16,AVANT
LDLC,Lilmix,16,13,13,16,16,10,LDLC
Chiefs,Rooster,16,12,16,12,0,0,Chiefs
Hard Legion,KOVA,6,16,14,16,0,0,KOVA
TeamOne,Yeah,6,16,19,15,16,11,TeamOne
FaZe,NIP,13,16,22,25,0,0,NIP
Spirit,Winstrike,14,16,16,5,1,0,Spirit
Nemiga,Gambit,10,16,14,16,0,0,Gambit
ETHEREAL,HellRaisers,16,14,16,8,0,0,ETHEREAL
OG,G2,16,9,16,14,0,0,OG
Nexus,Copenhagen Flames,16,13,10,16,17,19,Copenhagen Flames
Izako Boars,c0ntact,14,16,14,16,0,0,c0ntact
K23,Cyber Legacy,17,19,16,2,16,11,K23
Virtus.pro,forZe,12,16,16,10,16,12,Virtus.pro
Astralis,fnatic,16,12,7,16,16,7,Astralis
Natus Vincere,Espada,16,5,16,10,0,0,Natus Vincere
Copenhagen Flames,Project X,4,16,16,14,6,16,Project X
AGF,HAVU,16,6,10,16,16,2,AGF
VERTEX,Paradox,13,16,12,16,0,0,Paradox
Nexus,NLG,16,3,16,6,0,0,Nexus
Project X,NLG,16,1,14,16,16,6,Project X
AVANT,Ground Zero,16,6,16,11,0,0,AVANT
Copenhagen Flames,Nexus,16,7,16,4,0,0,Copenhagen Flames
Springroll,Mythic,13,16,7,16,0,0,Mythic
Sharks,DETONA,9,16,16,13,16,12,Sharks
Rebirth,Rugratz,11,16,7,16,0,0,Rugratz
Heroic,North,22,20,16,10,0,0,Heroic
Nemiga,Winstrike,19,17,16,4,0,0,Nemiga
Natus Vincere,forZe,12,16,9,16,0,0,forZe
Sprout,GODSENT,16,7,9,16,16,9,Sprout
Giants,AGF,13,16,7,16,0,0,AGF
Wings Up,Lynn Vision,16,11,16,9,0,0,Wings Up
Bren,ZIGMA,16,10,16,19,16,19,ZIGMA
Gambit,HellRaisers,16,6,16,4,0,0,Gambit
Vitality,NIP,16,10,16,6,0,0,Vitality
AGF,Galaxy Racer,8,16,16,12,12,16,Galaxy Racer
Virtus.pro,Heretics,16,14,16,10,0,0,Virtus.pro
VERTEX,Ground Zero,16,6,16,7,0,0,VERTEX
HONORIS,Giants,11,16,9,16,0,0,Giants
Paradox,Mako,13,16,16,3,16,7,Paradox
Galaxy Racer,Giants,16,14,16,12,0,0,Galaxy Racer
AGF,HONORIS,16,3,16,3,0,0,AGF
W7M,DETONA,15,19,19,17,10,16,DETONA
Triumph,Yeah,16,9,16,9,0,0,Triumph
Sharks,RED Canids,16,8,5,16,9,16,RED Canids
BIG,G2,13,16,16,13,16,10,BIG
Spirit,ETHEREAL,16,5,16,1,0,0,Spirit
Nemiga,Wisla Krakow,13,16,16,13,16,9,Nemiga
SJ,FATE,16,10,19,16,0,0,SJ
North,fnatic,9,16,10,16,0,0,fnatic
Virtus.pro,Cyber Legacy,16,7,16,9,0,0,Virtus.pro
FATE,Illuminar,10,16,16,8,14,16,Illuminar
SJ,SG.pro,16,12,10,16,16,13,SJ
Astralis,GODSENT,16,3,16,10,0,0,Astralis
Espada,HellRaisers,16,12,16,7,0,0,Espada
SG.pro,Illuminar,10,16,16,12,10,16,Illuminar
SJ,FATE,14,16,11,16,0,0,FATE
W7M,Isurus,16,11,14,16,16,12,W7M
DETONA,Bravos,16,11,12,16,16,13,DETONA
Evil Geniuses,TeamOne,16,5,16,11,0,0,Evil Geniuses
Wizards,Movistar Riders,7,16,12,16,0,0,Movistar Riders
Espada,K23,16,9,16,5,0,0,Espada
Izako Boars,Pompa,16,10,19,17,0,0,Izako Boars
FATE,Galaxy Racer,11,16,11,16,0,0,Galaxy Racer
TIGER,D13,16,11,16,5,0,0,TIGER
eSuba,Brute,16,13,12,16,16,11,eSuba
Secret,AGO,14,16,16,13,16,10,Secret
Winstrike,Gambit,4,16,11,16,0,0,Gambit
Spirit,HellRaisers,16,4,16,5,0,0,Spirit
D13,Beyond,16,9,14,16,16,11,D13
TIGER,Paper Rex,19,16,16,6,0,0,TIGER
Rooster,Chiefs,16,6,16,9,0,0,Rooster
Chiefs,Ground Zero,16,7,16,6,0,0,Chiefs
Rooster,VERTEX,16,3,16,3,0,0,Rooster
RED Canids,Isurus,16,9,16,13,0,0,RED Canids
Sharks,Bravos,16,12,16,11,0,0,Sharks
FaZe,GODSENT,16,11,11,16,12,16,GODSENT
100 Thieves,TeamOne,16,12,19,17,0,0,100 Thieves
NIP,Sprout,6,16,16,9,16,11,NIP
hREDS,KOVA,10,16,8,16,0,0,KOVA
OG,fnatic,12,16,16,13,14,16,fnatic
Natus Vincere,Virtus.pro,11,16,13,16,0,0,Virtus.pro
Heroic,G2,16,10,11,16,13,16,G2
Nemiga,ETHEREAL,16,11,16,13,0,0,Nemiga
Sinners,Brute,16,6,16,7,0,0,Sinners
Conquer,KOVA,4,16,11,16,0,0,KOVA
eSuba,Enterprise,17,19,16,3,13,16,Enterprise
forZe,K23,16,11,16,6,0,0,forZe
Espada,Cyber Legacy,16,7,16,10,0,0,Espada
BLACK TOTEM,Beyond,16,14,11,16,9,16,Beyond
hREDS,SJ,16,19,11,16,0,0,SJ
